timestamp,x,y,z,qx,qy,qz,qw
1703165247.4084253,-2.31329607963562,2.714939594268799,-0.5643883943557739,-0.030159030961626913,-0.0033981160425488187,-0.8269956743006273,-0.5613884932440882
1703165247.4557998,-2.321448564529419,2.7315139770507812,-0.5635133385658264,-0.028448160234457377,-0.0028946717388427866,-0.8269524829149741,-0.5615442227069548
1703165247.5051908,-2.3315303325653076,2.7513513565063477,-0.5625584721565247,-0.026627277164590738,-0.0023128144521050156,-0.8269131474165824,-0.5616941210567472
1703165247.5559435,-2.33963680267334,2.7678468227386475,-0.5618444681167603,-0.025056362608068202,-0.0018541865046331494,-0.8267465265909865,-0.5620132751590468
1703165247.6034515,-2.349346399307251,2.7868733406066895,-0.5610519051551819,-0.023371317446538847,-0.0015432364813618823,-0.826443598468482,-0.5625321132988251
1703165247.65377,-2.357800245285034,2.8041934967041016,-0.5603751540184021,-0.02180353616186077,-0.0013418113445713353,-0.8262241681763135,-0.5629177819846455
1703165247.7060409,-2.3677985668182373,2.824064016342163,-0.5596623420715332,-0.0200991531961273,-0.0012768304285880226,-0.8259756088511621,-0.5633459748039454
1703165247.7563791,-2.3758392333984375,2.8405678272247314,-0.5590916872024536,-0.01869230389005618,-0.0010747767983598677,-0.8256431042637931,-0.5638819974176891
1703165247.808627,-2.385774612426758,2.860419273376465,-0.5584720373153687,-0.017449310649373134,-0.0009558358083784042,-0.8253861044132711,-0.564298136251799
1703165247.8583965,-2.3947176933288574,2.878653049468994,-0.5579342246055603,-0.01615031764831211,-0.0005931688272006046,-0.8253310190265138,-0.5644178633098509
1703165247.9078014,-2.4035685062408447,2.8969218730926514,-0.5574266314506531,-0.014948007950269229,-0.0001268596048677769,-0.8254504117880446,-0.5642766685269797
1703165247.9579754,-2.4119582176208496,2.914388418197632,-0.5569220185279846,-0.013967533866888432,0.00012532116148163876,-0.8255005989338218,-0.564228369946235
1703165248.00741,-2.420929431915283,2.93334698677063,-0.5564220547676086,-0.012895634974747317,0.0004068276912616158,-0.825495083794784,-0.5642618219589823
1703165248.053534,-2.4286062717437744,2.9498112201690674,-0.5560151934623718,-0.012014689506328956,0.0007317501911769986,-0.8256447817327872,-0.5640618815122526
1703165248.1072176,-2.437830686569214,2.969651222229004,-0.5555384159088135,-0.011372786814323462,0.001197903429356654,-0.8258507093216365,-0.5637728537810239
1703165248.1538088,-2.4449429512023926,2.9852676391601562,-0.5551896095275879,-0.01083077775292375,0.0018459343686036149,-0.8260448941764725,-0.563497222339697
1703165248.2077646,-2.453862190246582,3.0050745010375977,-0.554777979850769,-0.0104635539691615,0.0021202966875145182,-0.8261421441471626,-0.5633606092408486
1703165248.257549,-2.461932897567749,3.0232129096984863,-0.5544751882553101,-0.010147135488417844,0.0022715906652483065,-0.8261160839941237,-0.5634040213589566
1703165248.3085227,-2.469909429550171,3.041210174560547,-0.5542290210723877,-0.010012340073976077,0.0023766656591275664,-0.8261185792651471,-0.5634023406940397
1703165248.362811,-2.4786221981048584,3.061048746109009,-0.5539570450782776,-0.010066769147442457,0.0027118693124367097,-0.8262063540029535,-0.5632711305658318
1703165248.4084873,-2.4863243103027344,3.079005479812622,-0.5536726117134094,-0.010227404855675028,0.0029723758496751074,-0.8260970438250699,-0.5634272263169456
1703165248.4559603,-2.4926350116729736,3.0941720008850098,-0.5534459352493286,-0.010552094563343783,0.003113842549078182,-0.8257189608880869,-0.5639744275362171
1703165248.50814,-2.5005710124969482,3.114000082015991,-0.5531654357910156,-0.010879069200088232,0.003202955806780942,-0.825116254237511,-0.5648491426217259
1703165248.555485,-2.5069658756256104,3.130312442779541,-0.5529612898826599,-0.011328984691997501,0.002964337559640606,-0.8240844773915781,-0.5663458668790039
1703165248.6061957,-2.514007091522217,3.1494638919830322,-0.5526894927024841,-0.011907416966382017,0.0026986772306385677,-0.8226737338293414,-0.5683826688329643
1703165248.6559014,-2.5201926231384277,3.1665048599243164,-0.5524654388427734,-0.012501852345719367,0.002474432672571888,-0.8209812155071403,-0.5708129506723661
1703165248.7058814,-2.5264458656311035,3.1846179962158203,-0.5522295236587524,-0.013166734498088093,0.0021958795344910608,-0.8188618217688439,-0.5738354573090939
1703165248.7563207,-2.5324366092681885,3.2027671337127686,-0.5519680976867676,-0.013797336975324767,0.0020443971587935177,-0.8165630093649346,-0.5770877798650114
1703165248.8081958,-2.5383780002593994,3.2224278450012207,-0.5516485571861267,-0.014468922914378629,0.001989979529050222,-0.8138278083638545,-0.5809225323439067
1703165248.8570364,-2.5432584285736084,3.239997386932373,-0.551379919052124,-0.015365275894387229,0.0015176673225182256,-0.8106757740523114,-0.5852917173062274
1703165248.9054708,-2.5478098392486572,3.2583084106445312,-0.551077127456665,-0.016265713497636468,0.0010688602058589749,-0.8068531045395235,-0.5905271812518079
1703165248.9555278,-2.5516765117645264,3.2754695415496826,-0.5507880449295044,-0.017176622005361922,0.0005341293156443749,-0.8023937257480044,-0.5965475565640976
1703165249.0155244,-2.5559635162353516,3.2984912395477295,-0.5502986311912537,-0.018105254919012326,-6.943802501381687e-05,-0.7962348205989761,-0.6047167149900805
1703165249.0576975,-2.55804181098938,3.312040090560913,-0.5499798655509949,-0.018771315436983165,-0.00047706354021075163,-0.7907165648289115,-0.6118943734275626
1703165249.1080692,-2.560586929321289,3.332223415374756,-0.5494673848152161,-0.01973268951535257,-0.0006703011631312916,-0.7831602203957851,-0.6215064286477383
1703165249.153299,-2.5623414516448975,3.3485591411590576,-0.5490462779998779,-0.020550222650717032,-0.0007226690663361384,-0.776478292662516,-0.6298084050902549
1703165249.2046905,-2.563732624053955,3.3679397106170654,-0.548492431640625,-0.021241046350137308,-0.0006075563218384775,-0.7679672896122302,-0.6401364627256538
1703165249.255313,-2.5645968914031982,3.386085271835327,-0.5479870438575745,-0.02215948071298742,-0.0008699789216158902,-0.7592351491330378,-0.6504384589429968
1703165249.305527,-2.564924716949463,3.404865264892578,-0.5474880337715149,-0.022944501429332312,-0.0009830732479625378,-0.7499787311655627,-0.661063148436245
1703165249.3606462,-2.5646777153015137,3.422841787338257,-0.5469808578491211,-0.023479968243685173,-0.0008730757351437282,-0.7406071497254008,-0.671527347623054
1703165249.4017313,-2.5640079975128174,3.4381163120269775,-0.5465116500854492,-0.024068781692771164,-0.0010717286380129726,-0.7295562468204385,-0.6834963261575204
1703165249.4530246,-2.562615156173706,3.4567902088165283,-0.5459949374198914,-0.024222077628226875,-0.0010765010284555082,-0.7186275554243788,-0.6949723510224625
1703165249.5060554,-2.560525894165039,3.475512981414795,-0.5455126166343689,-0.02417664254131475,-0.0007028409011307575,-0.7067010624124416,-0.7070987232029369
1703165249.5531363,-2.5582125186920166,3.4912543296813965,-0.5451629161834717,-0.024013157883582072,-0.00021559580670724854,-0.6942703742907949,-0.7193135402236119
1703165249.6054707,-2.554826021194458,3.510692834854126,-0.5448110103607178,-0.02359533386363589,0.00036633446926882053,-0.6813124313563318,-0.7316122585757048
1703165249.6538112,-2.551400661468506,3.5270884037017822,-0.5445933938026428,-0.022705508745144196,0.0010319772554518462,-0.6677988701716226,-0.7439946665756904
1703165249.7028599,-2.547020673751831,3.545220375061035,-0.5444353222846985,-0.021933604288316363,0.0017761783047563562,-0.6532188270249768,-0.7568493418201979
1703165249.7506113,-2.542941093444824,3.560431718826294,-0.5444104671478271,-0.02114350815629845,0.0029575293701112246,-0.6395647976043072,-0.7684406774424628
1703165249.8029988,-2.5380911827087402,3.578550338745117,-0.5444992184638977,-0.02020678759617598,0.004301029400896092,-0.6261657988842314,-0.7794161784238303
1703165249.8580146,-2.5326523780822754,3.596665620803833,-0.5447051525115967,-0.019346509718367266,0.0052942184367491645,-0.6132092145814634,-0.7896658425975166
1703165249.9052541,-2.5273141860961914,3.613917350769043,-0.544976532459259,-0.018554589417999062,0.006660190689000273,-0.6012211542149087,-0.7988394662233511
1703165249.9559875,-2.521820545196533,3.631402015686035,-0.5453301668167114,-0.0181837372474498,0.007993339856474784,-0.5908754539124023,-0.8065182305326194
1703165250.0081308,-2.515442371368408,3.6507513523101807,-0.5458024144172668,-0.017689923949147555,0.009464806072213464,-0.5821626671743234,-0.812824773850531
1703165250.0577939,-2.509733200073242,3.6675286293029785,-0.5462444424629211,-0.018050848939126604,0.010716370693245244,-0.5749280614053722,-0.8179346248083658
1703165250.1045802,-2.5038204193115234,3.684832811355591,-0.5468513369560242,-0.018456433289022516,0.011874159530217282,-0.5691506319171247,-0.8219403400454538
1703165250.1522837,-2.497786283493042,3.7008724212646484,-0.5473884344100952,-0.01889100656918066,0.013036375200038254,-0.5643457796105448,-0.8252193792127117
1703165250.2029793,-2.4914932250976562,3.7203831672668457,-0.5480804443359375,-0.019593547045137952,0.013913541044302568,-0.5611301063855071,-0.827378698056451
1703165250.2530715,-2.4854133129119873,3.7388901710510254,-0.5487302541732788,-0.019662868380704298,0.01530962268761583,-0.5605371823994074,-0.8277542233102403
1703165250.3033333,-2.4786593914031982,3.759063720703125,-0.5494696497917175,-0.019596760122086436,0.01658973569771118,-0.5616718652934082,-0.8269615852021306
1703165250.3567712,-2.4720048904418945,3.7790470123291016,-0.5502487421035767,-0.01915423787346952,0.01763009134262669,-0.5633939104678424,-0.8257781764484273
1703165250.408347,-2.465606212615967,3.798405170440674,-0.5511000156402588,-0.018537094760828005,0.01841751477268843,-0.565511010190692,-0.8243266759122434
1703165250.4555063,-2.45959734916687,3.817013740539551,-0.5520076751708984,-0.01830894717689708,0.018803785979830484,-0.5680971048378358,-0.8225429347827183
1703165250.505601,-2.453313112258911,3.8362393379211426,-0.5530297160148621,-0.018005819454607705,0.019174148262063442,-0.5709661180718579,-0.8205521522232122
1703165250.5557318,-2.447333335876465,3.8532776832580566,-0.5539391040802002,-0.017979796030610368,0.01915419140897194,-0.5740895064678284,-0.8183709931624478
1703165250.6029303,-2.4413037300109863,3.8734612464904785,-0.555133581161499,-0.018037924712339826,0.018977979447891098,-0.5772138172506972,-0.8161731916346101
1703165250.660356,-2.434133768081665,3.8942453861236572,-0.5563626289367676,-0.017861884817539867,0.01878039831061863,-0.5803762631668373,-0.8139358960400735
1703165250.7078977,-2.4278290271759033,3.913132667541504,-0.5575142502784729,-0.017796031605740618,0.018287645117663388,-0.583362575549233,-0.8118109193301747
1703165250.7537084,-2.422675132751465,3.9303157329559326,-0.5586770176887512,-0.01778200606112381,0.017631727681845007,-0.5861501191132054,-0.8098153865560783
1703165250.807642,-2.4158380031585693,3.9509806632995605,-0.5600557327270508,-0.017755486180697843,0.017016023661612617,-0.5885117483051652,-0.8081145461851509
1703165250.857768,-2.4100284576416016,3.968808889389038,-0.5613396763801575,-0.017986472913180816,0.016330014351780837,-0.5899391753021382,-0.807082143816382
1703165250.9049966,-2.4036078453063965,3.9869449138641357,-0.5627213716506958,-0.01808701046281151,0.015585773671184827,-0.5891686824479446,-0.8076572338152749
1703165250.950606,-2.3971006870269775,4.002718448638916,-0.563933789730072,-0.01825040789223608,0.014649692907898337,-0.5864227385752165,-0.8096670184658717
1703165251.007749,-2.3885984420776367,4.023436069488525,-0.5656976699829102,-0.018427502395291347,0.013681984789691492,-0.5811253007859276,-0.8134903903760334
1703165251.0532866,-2.3826956748962402,4.03778600692749,-0.5670149922370911,-0.01840847400304308,0.012750765215619556,-0.5740833686299155,-0.8184905814570035
1703165251.1079993,-2.3738114833831787,4.055906772613525,-0.5686559677124023,-0.01816233432013171,0.011863422236630752,-0.5644757622755374,-0.8251645306412111
1703165251.158216,-2.3668017387390137,4.070652008056641,-0.5701132416725159,-0.017773458310483044,0.011202243517372517,-0.554962684345837,-0.8316099042841698
1703165251.2057781,-2.3578081130981445,4.0874505043029785,-0.571834146976471,-0.017239588831302024,0.010803027570087378,-0.5442436658991516,-0.8386804655534194
1703165251.2550442,-2.3497908115386963,4.102108001708984,-0.5734342932701111,-0.01652067258297439,0.010551658393237542,-0.5323388188492301,-0.8463043848573425
1703165251.305601,-2.3406097888946533,4.117239475250244,-0.5751293301582336,-0.015704573560572407,0.010442841915507145,-0.5192210292570568,-0.8544318792035155
1703165251.357938,-2.3296737670898438,4.1333441734313965,-0.5770841836929321,-0.014950451000995423,0.010416924774465834,-0.5056129139849801,-0.8625679990033985
1703165251.4021742,-2.319894313812256,4.147222995758057,-0.5789148211479187,-0.014261366588845309,0.010571477198980639,-0.4912564441265226,-0.8708340619182365
1703165251.4529774,-2.309779644012451,4.160579681396484,-0.5807614922523499,-0.013728783426991797,0.01084443749509499,-0.47709792386231786,-0.8786759867706044
1703165251.5057306,-2.296856641769409,4.175517559051514,-0.5829233527183533,-0.012889679590588567,0.011461742570356058,-0.4620260548352246,-0.8866986011439856
1703165251.554089,-2.2862603664398193,4.187615871429443,-0.5847703814506531,-0.012106100719978577,0.01224378317032384,-0.4462269551365386,-0.8947541766365829
1703165251.6055152,-2.2728238105773926,4.201131343841553,-0.5868713855743408,-0.011269827696637138,0.01288171991862597,-0.4300417340745816,-0.9026467521847917
1703165251.652448,-2.261096477508545,4.212588787078857,-0.5887367725372314,-0.010459800021222546,0.013438468720241849,-0.4135235995280965,-0.9103341324894381
1703165251.7054093,-2.247692108154297,4.223493576049805,-0.59051913022995,-0.009994783839108592,0.01392985120687805,-0.39670326776067305,-0.9177867840023453
1703165251.7551537,-2.2339131832122803,4.2355875968933105,-0.5926773548126221,-0.009403506171645017,0.014368821641439511,-0.37913844875104163,-0.9251806027554675
1703165251.8030868,-2.2197697162628174,4.24625301361084,-0.5946426391601562,-0.008642084648304604,0.014837068854034489,-0.36127114941906996,-0.9323027042533857
1703165251.8580415,-2.2034127712249756,4.256904125213623,-0.596740186214447,-0.008065675287293593,0.015145731844231616,-0.3430430790500529,-0.9391629238875018
1703165251.9075172,-2.188459634780884,4.266134738922119,-0.5987117886543274,-0.007523373059069878,0.015205948743525806,-0.32486755907671633,-0.9456073429495773
1703165251.9528186,-2.175158739089966,4.273344993591309,-0.6004074811935425,-0.007214802173364423,0.015062598757109767,-0.3064143670259504,-0.9517517010378115
1703165252.0097873,-2.156028985977173,4.283227920532227,-0.6029660701751709,-0.00682187096746609,0.01473456892110892,-0.28775429188159635,-0.9575666149458915
1703165252.0556574,-2.144001007080078,4.289613723754883,-0.6046966910362244,-0.006408566999423113,0.014381471154189092,-0.2688272481800558,-0.9630597147593674
1703165252.1051211,-2.1268975734710693,4.29649543762207,-0.6068540215492249,-0.006136658011697535,0.013960808342156397,-0.2490168485168763,-0.9683790819785423
1703165252.1529725,-2.1119911670684814,4.301488876342773,-0.6087077260017395,-0.006059547834975159,0.01374723904396802,-0.23071143253322585,-0.9729062288818848
1703165252.2042556,-2.0943446159362793,4.307763576507568,-0.6111452579498291,-0.005806812587616861,0.013706766097923475,-0.21156324145546704,-0.9772509403196113
1703165252.2555802,-2.077744722366333,4.31231689453125,-0.6133226752281189,-0.005834430262135399,0.01353356710239393,-0.1918502746526523,-0.9813135452548809
1703165252.304995,-2.0609560012817383,4.316246032714844,-0.6155382394790649,-0.006093452806238694,0.013365406470433772,-0.17303375551183328,-0.984806354161187
1703165252.3572152,-2.0419654846191406,4.319746971130371,-0.6179234385490417,-0.00588663212802914,0.012956668191211359,-0.15548745475383624,-0.9877353510560135
1703165252.4057689,-2.0258677005767822,4.322917938232422,-0.6199580430984497,-0.006052420027148484,0.012392071364791627,-0.13868982978494357,-0.9902398375612489
1703165252.4529257,-2.0103533267974854,4.325994968414307,-0.6219357252120972,-0.0063065690775315165,0.011852633377465874,-0.12397435109873897,-0.9921945890490111
1703165252.5026925,-1.9925196170806885,4.32888126373291,-0.624038577079773,-0.006421175908649888,0.011355070680129023,-0.11161394183596413,-0.9936660197760803
1703165252.555313,-1.9743376970291138,4.331604480743408,-0.6261202096939087,-0.006946629178884409,0.010761544619123393,-0.1016497795089664,-0.994737782446329
1703165252.6032345,-1.955885648727417,4.3341546058654785,-0.628226637840271,-0.007271784939949361,0.010181269849162075,-0.09359329082190976,-0.9955318974302989
1703165252.655534,-1.9372143745422363,4.336486339569092,-0.6303079128265381,-0.007851250441523856,0.009531592959047592,-0.08697992020092774,-0.9961335252284241
1703165252.704925,-1.9170619249343872,4.338540554046631,-0.6325211524963379,-0.008388909882034619,0.00894865517970816,-0.08228938568208913,-0.9965329923116094
1703165252.7579293,-1.897885799407959,4.340548515319824,-0.6345288753509521,-0.00857221823924078,0.008718415970997276,-0.07971445713113225,-0.9967427509752474
1703165252.8056803,-1.8777133226394653,4.342544078826904,-0.6365588307380676,-0.008958683215521358,0.00879517597240222,-0.07900022305684536,-0.9967955415387987
1703165252.8556736,-1.859153389930725,4.344818592071533,-0.638495147228241,-0.009195900369120182,0.008829522589237023,-0.0794981145894379,-0.9967534924563705
1703165252.9016886,-1.8413053750991821,4.346266746520996,-0.6402310132980347,-0.009529263135683336,0.008600501245797086,-0.08052193546467963,-0.9966701773562978
1703165252.9549205,-1.821624994277954,4.348587989807129,-0.6421648859977722,-0.009632272848298321,0.008247468074480648,-0.08232820840513264,-0.9965245931189743
1703165253.0079007,-1.797938346862793,4.351545333862305,-0.644511342048645,-0.00989252683994509,0.007966787142890952,-0.08458894444822802,-0.9963349731352782
1703165253.0557642,-1.7819617986679077,4.354167461395264,-0.6461807489395142,-0.010223781787024796,0.007818995814396348,-0.08769810605401315,-0.9960639436225792
